Puzzle,Difficulty
.31942.6....6.1.93....7..........9...7.....1.......7.2.1.5..62.56...91....24...3.,Easy
.8.5....2..234..6.......5.....8..9.....2...18.........95.4...216...2..5..4.1.9.3.,Expert
.6.2..8..........7..1....9.8..1.2...9..6....4.4.......6....9321.2.86....1....49..,Expert
......2..3.7.2....1..4.9......3.1......56..3.....9..6..59...6..7.6.5..4.2.1.73..9,Easy
5.4..9..7.6....5....1.2.9.6...79.1..4....3..9.......43.3.1.....1.5..7.........6..,Expert
5..46..2..2........46.2.5.......867.7..254....197....2.....5...2...8.9.5......8..,Intermediate
..7......18...39...4.7.5.8..7..8.39..1.......4.3..92....8.....2......743.....7.5.,Intermediate
...6....4..9.85..15..2.49.6............1.856...54.2..9.......2..91........8.67...,Easy
..............7.42...23.71..28.7.....7....9..35.8..2..4.3.....9..9.8.5.4....2.3..,Easy
...5.97.....7.....1....8.94..4..........94.61...8...5.....5..7.5..3.781..76......,Easy
..........436.8..958..9.....57......6915...8.........4.3...9.5.8..3.67....68...4.,Expert
........6..435.....2.4.8...96......5..8..9.232..73.4.......2....95.....4...8....9,Easy
9.2....7..1435..2.......1.8..7.9..5....2.....5.9.4821.7..43......3..1......9.2...,Easy
....6....1.24.....57........3.....1.4.1..3......2.5.9.......7.3.1..7....3...9612.,Intermediate
....4....96.1.84.3.7..9...17..3.......5...3...1..7.......48....6....5.4.3.7..6.9.,Easy
768.2.9...2..9.............63.9...7..........19.8.5....897.3...3...628..27....5..,Expert
....57....158..7.27..26.3.4....2..1.4....3..8..7....4..3...6..1...3.2.....6.1...5,Easy
.4..9......9...7.6....568.......2..75...6..2.89.1.......8...9.2.6.......97....4..,Expert
...3.4....5.2.7....8............8.4....4..7.33..5.2.9...9.5...24.6..3..557.....8.,Easy
..2...8.9.4..2...63...91.........2.56.4....9....38..6.1......2....6....8..9...1..,Expert
..3.6...1...835......4..9.6.5....31.3...8..7...67..89.69..1......59.....1...4....,Intermediate
...9...2.....7.......4329.7.8....75.5.4.....91...23......1.....3.7...4.59....8...,Easy
8.....6...4...3.91......2.5..5.8........29...39.......48.5..1..9......4.6.3...5.2,Easy
.37.62....2..9.3.568..5..2......3.5.2.5.......7...9.8.9.....13..5...8.9.7........,Easy
...1.3...7...........679.3.3.1..2...2.53.61.9.4......5.7.......9..4.....5.42...61,Easy
4......92.78..6...6...2........6.9...2439...8....8.1.4..1......3.......78.7.1.4..,Intermediate
3.7.4...9.........284..6..3....3..2....7.96.88..2..5........9..4....2.8.....6.3.4,Expert
4..8..9....75.64....5.7......96.....5...1.....3...9........86.98......537.6.95..8,Easy
.....6349..4..8......3....6.1...9.......6....8.9...1.......482...2.3..7.7.82....1,Easy
7.4..5.3..63.8.5.2........41...6..58..8.27.........2.....7...2.......36....4....5,Intermediate
.451...6....72.94....4.9........7.18....9......7..25...6.91.2..2....4..1....5....,Expert
.4..3.58...5......7.3.6......4..1...5.742.6......8..52..1.....6.....3....68.4.3..,Easy
.......487.18..6.......5...5...61...6.....85..39...1..9.......3..7.3.5..36...4...,Expert
.....97.2.7......1..4.....8.......744.8.1......79...6.1...8..5....2......29.46.8.,Easy
..56.........1.7...8.7......1..8.4.......3...6........2.6..453.47...5.218...3....,Easy
..43...6..6.87...335..9.2....9..6..7.....29.8...48.6..79..............82.3.......,Easy
......8..7......3.153..4276.2.6..4....54.3...4....7.1..........6..7.5..22....1...,Easy
....6..5.7...1..46...75.29...71....96..4..5...8...56.22.......8.56..........27...,Expert
16.....472...4.......3..65.652..4....7...53............2415....8.1..3.......78...,Expert
78...2.....965...2...4..3..6.4..8.....29..5...5.7........2.6....63....9...5.9..4.,Easy
...2.3..1...1..5.2....7.8..7...9..5..528...4.1.....7.3.2.5.4.....5...9...7.31....,Expert
..3....9...9.5.7......2.1...5..16......3...4.2..4....3......57..619......9..4....,Easy
.753.....4.9...53..2..7.........29..5...3........4.1.318.........4.9.3717......2.,Easy
..8.....6...54....3.9...28.5.2.6.4.3.46....9..9.4..1....49.........3.6...3.28....,Expert
..8....91.5439..8..3.6.2.....9....15......6...4.5....2...9..5..........8.824.5...,Expert
.9.65..4..2..1468....9...7228.........9........65.1...5.........17865.2..6.1.....,Easy
.34.1...7..8..39..5.....4..36..51.......49.....5......6..17......3.....61.93.47..,Intermediate
9.8...7...54..1...3..5........8.51.9..64..5..8..36..........9.5..3.....878.......,Easy
....16....89.27361...3....7...851.39.............3.65....96.8....21.5...7....3...,Easy
..7...1.........864.1.75....4..6..2....5.3......2...6..6.854....1...6.3..2......7,Easy
..9...4..85.....7........56.9.....3.28..5.9..56..43....35..46........7...2....583,Easy
............4.98...7....14..4..7..5.7.692.....8.1......1..6.5........9.68......17,Intermediate
7..6....1..3..2..942.7...6..6.1...5..4...31..5......9.....753..............3..6.2,Expert
.1....7469....68...84.3.2.9...2.......1849...2.8....3...97.........1.6....6.9....,Easy
.1.2.6.....9..7...63..9......35..92.4..13.6.7.........14..2............67..6...5.,Easy
....5.9.........7......7612.2...6..4.4.9..5...6...8....946..2.1..8.....6..28...9.,Expert
.2...........5............181...9.3.5....1..7.67..3..2..8..7.53.3..98.2.9...3.8..,Easy
..8.59.41........3.9.4.2...36..2......53.4.1.2.4...........8.......1....8.2.9...6,Expert
.........7..9..125..53...7.3.75..6...9..21..7.2..6........7..3....8....1......8.9,Easy
...84.9...42..............7..5......7...3....231.57.......29.3.1.9..3.7...84....1,Easy
...1....9....9...3......6...12.3..9..7.5...6...6...7.....3.6.1.7.....2.88..2..35.,Easy
.....7..........4.58...2....2...4.89....7..54...8..3.241.......2....1.38875...1..,Easy
39.5...1.......4.7..84.............8..319..6...5...19..5.8.6........79.3........4,Easy
..6....9...23.....5........4.9.1....8..9......2.8....41.4.2..3........419.8.51.62,Expert
...7...4..783....63........7....14.3........96..4.5..8.8.5...34.1...79....3....57,Intermediate
...68.4...8...........2.....31....5...2.3...1..8.45.7..578..62....7..5..36....1..,Easy
..4....7.......9.4.5...2....3..2..86567......4........9...8..3...53...2.8..74.5.9,Easy
...4..6.....7....18....12..7..6.3.......179.4.8..9.....3.....9.2.....76...8162...,Easy
...6.....4...15..99...47..2.41.........7.1.35.39.26..7..5..2..........1.2........,Intermediate
4..6592.......2.....7.3...9......6.4.2.7...3.....45.1.......7.....1...53.7..63...,Easy
.8..35......2....9...4.8........4.913..7....4.4.15978..1...7...53.9........5..1..,Expert
...9...6..1...8......6738.....3..2...3.5.6........1...26...79.8..8.6..373.5...1..,Easy
2..7.139....8....44.......1.8..64....6..7.92.3...8......62..4..........2......18.,Expert
..94.....63...17.2.75..2.91.....5..4.......1.....17239...1.........56..79...2..56,Expert
.....3..7..6...21.37....5..8..51.3..7....6.29.....8..6.......8113.....9..29...6..,Intermediate
...6....4...8.4.364.9....1.......48...69...5...1.....3.....1....38.5.179.....3..8,Expert
3.9...6....4..6.......3.....1.5.3.......79..5.32..47.9..5.....76.....3..1..9.5..6,Intermediate
......9549.............7..1.38.......5.....1..1...4.72.....352.....458.7..5298..3,Easy
95...3.2.38.7.6...6.....9...7.48.........57.....9...85.......5..2..3.8.4....7.3..,Expert
3..5.....2.....4.6..4.2..15......17.....16...72....9.36..........92.5....53.9....,Easy
..9...3.7..6......5.......1.5.8.....7..29....3....152..1.63.98...3.576......2..3.,Intermediate
..58.76.1....6....9......5......4.7..8....9...12.......5..8.4.2.4.9..5..8...4....,Expert
....6.5..1.5........6..8..2..35.49.6....21......6..1..4....98....28...5...9.3...1,Easy
.............3..258..1.5....6..9.83.38.7..5..1..2...979.2......5.3..8.........9..,Intermediate
5...6......1.9...8.98.......1.8..76...264..85...27..9417.........4.2....6..1.5...,Simple
.8..9.37..5..6.8.......7.6..63...............941..8...4..6...9..97.854..6.8..3...,Expert
...9..4..2.54.38.7.6.....3......9..67..35..9......62.5.37.........5...4..2.7.....,Easy
.4.........2.....8.1.3..2..6..2...14....3..6..79.......276.......3..794.8...9.3..,Easy
3..4......5..1.8.......2371.613...57.........8...452..........4...8..16.....6.725,Expert
2.59..........2..51.74..3.8.....71.........9.3.2..1..7..3..42....45..81....7.3...,Expert
.6.........98..4...5....687.........39.4...1........73...78.....385.67.9.1.3.9.58,Expert
..2......3...5...9.4.8.6....9...8.568....2....3.1.4..........655.93......8..1..3.,Easy
34...2..5.....8..4....9..7.5.7.2.3.9....3....6.4..........7..48...946....5.8....6,Intermediate
....5..6....6785.....1....8.9.....3............378.9.13.6...49...1....7.5..8.36..,Expert
....6.74..7............85.6.57..1.9...98...62..469......29...75.....2.1..8......9,Expert
..12.........9.86....341....4..8..59......2..1.9..2..4.......3.9.......68..13...5,Easy
..2871...73..9........6.....7.....683.6.2...........51..8..9..61........9..132...,Easy
8.7...4..5......31..6..9..7...8.......4.6..5.......786....1.6.3.........3.89.75..,Easy
9....8.52..42.7......4...71.43.......7......8.25831....3..49......15......17....9,Expert
..4.36..2.92.8.6...6..2........94....8.....4........7.8......1...3.7.8..746..1..9,Intermediate
53..82...98.1.4..5...9......6.29.........5......41.3..3...2.98.........6.2.3.6.1.,Easy
19...37....2...36.8...6...1..1.....3..36...575............5..39.2.....8...8..1..6,Expert
67.....3.........79.1.36....3..25.46....9...5...1..7..3....1..44......51..2...37.,Intermediate
9..3...7..5.6.......2..9....7..9.....19.5...3.6.7..2.1..1.....76.71.....4....39..,Expert
4...............9..592..3.6...3..2.4.3...4.6168....9....5..........1968....6..4.3,Expert
..84....551....7.6.4.9............1.9..3....8.36.5.4...93...8..8......971.....5..,Expert
......8....12.....85.......5..3.12...32.7.....1.8.4..5.......384.81...6.32...5..1,Intermediate
78.6.324.61.45...3.......7....7..6.8.........35.........5..4..7.......8...38.6.14,Easy
....4.51.42....9..9.57....8.9.....42.......7...2...1....8..6...74...9........58.6,Easy
23....1...8...5..6..9.......6.8..4.........2.....195.35....6..9.24....8.3.62.....,Expert
.....4..6..8.61.3..1..5............9....1.387....75.1..9..3.....6.7...958...4....,Easy
13..6.8.4.7.8......65...2.........28..1...6.......51....6..7.1..1...85.3...4....2,Expert
......179.2.....4.......5...1932.....7..9.42....6....15..74...6.....1.9..81.....5,Easy
..4......3..6..85..5..8...713....5.94..9.8.1..8...76..9..5...4..4....3.6.........,Intermediate
28.4.13...6.......9.....2.4....38..65...6.......95..1.6.1.9..5.........3...2.6...,Expert
3...9.6..8.1..5......1.4.83..2..3.5..6945.......9.241..2.5......8...9.........29.,Expert
1.3..6....8.........2..8..........8.698.........4....2.3..4..2..2.8.94....6.2.5.3,Expert
.8....1.......94355...1.29....3.1.8.....4.5...5......234.7..........5..9...138..7,Easy
....6.7....68.7.45.....5.19...4...5....7.1..6..8..6.21.6.5.82....91......47......,Easy
.....87.6...5...8....94....7.4.5.12.6....4...........5..172.9.4.6....25....8.....,Expert
3.8.........7.....572.3.......4.58...9.31...71.5......4......5...1598...9....4.7.,Easy
...1.6...49..7...281...49.76.2.43....8..2..6...3.............789....1.4..........,Easy
.4...6.8.3..9....7..63..4..85..........5....3...........7..8..99.37..6...2..9.5..,Easy
......1..5....7..984...27............7.....61.6....9.4..415...61.2..68...9.8.....,Intermediate
.......3..742....5..5...4....1.4369..9.....12..3......6...7.9..15.....4.......7.3,Easy
8......62..67..9.......9....7...18..5..4..1.....627..5.2..1...7....74......5.6.9.,Easy
...83.9...9......4.........6...4...2.4..76.3..5...9.6.47..9...5..23....6......7.8,Easy
1...37.9...45...12..5......3.7.918........9.....258........2.........7.48.9..3...,Expert
......7..2....194.5.89...2..97...2.......3..7...2.93...1..2....4.........5.....78,Intermediate
7152...9...6.5.1...9.8..6.......9.5......5.....4.7...16......7.........42.....98.,Expert
342........8......1...4..8..6413.8..9....5..22..8.9..4513............615.......23,Expert
..83.....1.5.96......47.....9..84...8.3........6....7.61..3.9....9.5..4..3....8.6,Expert
.79.........9...5..1.4.27..6.4..1.......56..2.....9.61...7.5.9...6.......9....523,Easy
.4169.5...7....9.4.....8......4...6.3....671...6.....8..78..4....5...6.7...3...9.,Expert
...1.8...5...7...2.6........98..5.2.6.4.9...1.1....48......4....2.9.....4.1..7.5.,Easy
.6.........8954...1.9.87.........92..75....6.2..16..5...7..98..............426...,Expert
.....92.3.4618..59....4.1...........98.4.5.2.5.1.9..6.1..8.....39....8...........,Easy
.......4...3.......72.839...8.2......4...9...6.7.5....9..5.74......9.38..6..4..2.,Expert
.3..........5....9....2.....9...5...4..9.6.2.6.3.749.5..73....1..4.....7.52.19..6,Expert
..64..91..1..6.84...3.8..57.47.5.......9.....13.............5..6.5....7......7.3.,Easy
...956.........389..487......8.4..35.6...........3.......2947....7.8...64..5....2,Intermediate
.3....8.5.9468.........1....4.82..6...53..28...1.9.4...86........91............3.,Expert
.8......5......4..517....9...3.4..72....5.84..9.............15....37.9..1.24....8,Expert
.39....85..23.4.......75...5..9....7428..........13.......8....2.45.....9..4372..,Easy
.5..8.....72..4.....4.9...8.21.6.7.4..51.28..9.6.4.1.....9.............2.....1.9.,Expert
5.4...3.7.3.........2...1......1...8.4...26..361......8......252..57.4......3..1.,Expert
7...4.58.1.9...7..54....23.....7......78.1...4.8.3...5....9.1...2...7.......85.4.,Intermediate
..361....9...78.5.87...........3..1.......9........325.351297......8....6.93.....,Easy
....4.2.3.8...5.....2.1....4....68.57......3...1..74...1.7......3.85..2.8....154.,Easy
...5.9..8...7...4.....629........2...954......8.......1.69.8..7.58....1.97...65..,Expert
.....32..4.7..9.61....1...91...6.9..3..........67...8......6..8....4..7.7.93.24..,Easy
...8.9.5.....6.....47.2....9.......715.68..298...4.....1..562.......4.....92.....,Expert
.6...48.25.4.2.69..3..96.....831....1.3....4...6.........93......24.5....1..62...,Intermediate
.........8....9..39......7.4..2..7....3.4..825..3..9....2.7..18.1...8..4..9..2...,Easy
8.3...12.1..8.2..5....6.....3.6.....581.3...7..6...5........2..39.....86.2....73.,Easy
.....7.9............6.24...12.635...4.3..1..7.65...1...5....963...4...1....5.67..,Expert
34....6..15...97....9.8.5..6..........7..1....1.9.63.4...4...7....5....6.34.1....,Expert
..42...9.8..6..1.7.6.....8...689.......1.4..6.....74.......9.1...7.....84.....25.,Easy
...3.......3.9.45....548..191..57...3.........658.4...65.91.........6.....84....9,Expert
....61..4.53......2...8........2.....1.8..6...9..1345.42.........5.....9968..2.3.,Expert
9......1.......9.3...4...56..2..41.5.7......2...5.9..715.....744.3...2...9.....6.,Easy
..8....57...629.1.3......9.5.9.......8.5.3....7....6....1.5...87......2..9.7.....,Expert
....6.8.....8...4.3...79.......9.6.....1....559..381......1...6.1....3....7..495.,Expert
...4......7.1...2.6....5.8.4....7...3...2.6...........8..5.1..7..23.6.5.5...4..16,Intermediate
......4..2.....19797.....85.4...87.9...............321.1.27..3..5.....7..9..8...4,Intermediate
1.......2..92.46.5.3.1..974.......4..5...93.......7.9.5.246.....9........169.2...,Simple
..9..32......1......37...5....9....7....5..2......2.4.9.7..45...2..3..7135.6.....,Expert
.45..9..16............82..5....4....3.15..........1.5...6...4..4....8.23..9.36.8.,Easy
.7.........8.6..42.....2.87.2..7......78.431.6..3.5......7.3528...1.........4....,Easy
3.4.1...81.........8........7..53.6.6..7.28..51...8..326..4....4.8.2.......8...1.,Intermediate
...13.....618...5...........5...1..3..64..9.....95..8181.2.6....42...5........8.9,Easy
2.....7...9.2...8.15.....3.4.......1...4...98.7..1.....8......334....21.51..39...,Easy
9....8..45....4.71......86.4.68....3..5.6...918..5.........6......3...4..74..9.3.,Expert
.2...15.8.......2.956.3..........4652..5...........3..3..1.2......34.91....69....,Easy
.....5..7..4.3.1..9.8......45.8......8....5617.3....9...76...43......6...46.9...8,Intermediate
..6.19...92...3..63.4.72...7.3.24....18...94.2...6....4......9..3...8.......9...7,Easy
...8...7...1.........9.1..3.9..7.82.12...5.....36.....6.....317..........8....596,Expert
..8.....5..4...618......3.......6.9....1....256..23...62.351......8....1.8.9.4...,Easy
..1.2.7.......3.62...17.......916..7......8..35..........59..368.....21..9.......,Expert
...4.........2.3.62.9.76...9....12........6..53.....4.16......2.5..1....4.2.5..37,Expert
....4....3....9....148.3..9.6...1.9.12..7..6...7..621....41.....8....7.3....28...,Expert
..2.8..4.7....1.6.518.6..7...6.....2...3486..............6.7....3..2.4....7....3.,Intermediate
..893.2....9...64...3.4.......3.7......12..9.....8...6.8621...7...6..42.9.4......,Easy
....7.23.1...2.6.7.........7.29.3.......1.8...146...........46.3...6..29..78..3..,Easy
...2..8...9..4.5..8..5.673..37......4..........8..4...3.4..7.8...96..3.5.5......2,Intermediate
38....9......6.18...93...7......6...238...5...7.1......5.......8..9.27......3..51,Expert
...95.41.8...42.37..2.....5....24.7...3...2.....7.....3..17.....29........1.95...,Expert
..9...53.8...........923.....1.8...69.46.582...6.324...4.......2......8.......145,Easy
3..9..4...9......27....3.5.....8.......3...6.....4..29.6.4...984.5........9.75..6,Expert
75...8.....1....5.2.4....8......4..1..5.1.832...2....7......2.....6.1...8.2..547.,Easy
..3....9..561...8328.......8....5....39.....6.6.....25.......78.25.936...1.2.7...,Expert
.4..8...51...479.....56.7....4176............73.....8..8.3.4.9.....9.8..49.......,Easy
.......6..1.87....7......4....6......5.281....219.4...17.....9...8..95....21.5.74,Intermediate
3..5...9.72...14.5..4.....64......691..49.5..97...3.2......72.....6........3...7.,Expert
..49......7..........84..........2..1...6..4.69..13.7.3...7...848..9.72...16...9.,Expert
.236..7...6.......1........79.3.1.2..1..89.....8.2.........43.8.32..86..8.....49.,Easy
1..5.48.....2......293.6...4..............513835.........4...9.6.4...1.5.......32,Intermediate
.....79.325..63.1.9......2..96.1.....8.5.........2...1.....5..6.2718....8........,Easy
....9.....71826....6.......4.2..1.76.........7.....3.8.379..8..8..74.1.9.2.....3.,Expert
7.5...2......1.....8..9.1...7.2.43..5.1.3....2...5.8.......54973....152..........,Intermediate
....1.....3....6.5.....3.87....64.2...2......1.582.7...8.3....16...4..3.2......74,Expert
.....9..35..84..........1.....1.69...1..7.35..89.5....1.379.....4...8...9...15..6,Expert
5..31...9.........9..6.7.4.1.87..........1.3..47985...46.5...93.7....6......9....,Intermediate
..4.57.92..........7...13...45.132......84.....3.........8..5..3......215...92..4,Intermediate
2.......8...7........9..162....69...7.924.8....6....4......8..489.4..7.......3...,Easy
..........2..7....9.....78....3.6.5.1...5..2.85.2.761..1.53.8....2..9.35.....21..,Easy
61...43...923.....7.3.....4......72.2.764...5......1...........1...7.59.9......72,Expert
983.......5...8...7.2......2.65........6.23...9......7.3..1.7.6...8.6....1.92358.,Easy
4.5.....7.92....8..1........43....2.....8..7.2...9...43.....9.......5..2..7.49518,Expert
..4.382....3..7...68.......9.1....8..2..........629......4..87..48.7....1.6.8...3,Intermediate
.5..2.1.86.174...9.....5.7.7...1.9.4.2..........6..85.........6...26..91...4...8.,Expert
.9.5....36...3.7.9.....1....3...71..51.6.8.......9.2.5...2.5..6...3..9......6...2,Easy
...7..683.6.2.47..8...5......6....71......3..518.......874...36..4.........5..82.,Intermediate
8.3..6.......7.5....753.6..5..2.4...24..587.1....1...4..8..........2...........23,Easy
...1..7....3....4..2..7.895..95.....6.1.47..8...6.145.4..85.1.98......6.......5..,Expert
....29....31......2.7.3..5...6.4............7.4.6.39..4...6.....63.....5..97..1..,Expert
.....3.92.35..2.1.87.4..3..1......89.....17..2..6..........4.2......81......7..43,Easy
61..93....3...5..1...8.1.7..67.2.95........62........8.2..7..8.........5.9..5..3.,Easy
.7...3.1.15....64.......8....8149.........5..4..8.......9..1...3..754....6.9.....,Easy
72..1...435...7..9..62.........417.....6.24.11.....3..26......7...37.......9.5...,Expert
.....58.........4..7.......3..4...97.....2..8....6835..5..8.6...4.9..53...6..3..9,Simple
..3.5.....85.9...6..761.2..19..83.7...65..1...3.......8.....7......62............,Easy
...3....5.5..........4....8.78.5.3.4....3....4..8.9.57.25....766...2....3....689.,Expert
...8.5.76......4.1...6.....5.7.....2..42..1.3...1...57..251.3...46..38.........2.,Easy
...3..51.9.....4....87....6.4968...3...........3.5.941.6....3.4..7.........56.8..,Expert
.......6...1....3..3.54.......49538....6.1..9.......1.49....1.....97...47.6.3.8..,Expert
..9...16.4....2..8.....8.94.......817...9......1..42.9.....1.3.9.6.....7.83.....6,Easy
679...........6.....5.1..9..8..5..4.3.4.....9...8..3...4....7..5.3.....6..1..358.,Intermediate
.....23.7.....7....6.15....87253...65.........3..4....356......48.37.1..2...84...,Easy
7....93...6..4...1.....36...1..2....2.....5..43.5....7..6.74.....72.1.35........4,Easy
87.2..1..3.........4.3.8....5.............4.84..8.23.72......146....78.2.....6...,Expert
8..........9.........1....7....52.1...78...6569.7...84...4....1.12..8.767....6..8,Easy
..3..8.5787.......2..3.........43.8...628.4....2............9...6.4..5...9.5.7.32,Easy
...1.2..9.......5..3.79.1...1.5..647........1...46..9.1.3....2...6..7....97..54..,Easy
.9..31.....896.4.23.27..6........7....9.8...3176.9...4..7........1.2.8........9.6,Simple
.48...6.....1.4..9.......85...6....852..419.6...7..52....417..2......7.....25..64,Easy
12..6....5.8.......6.27.......4.8.....9...2.7....92.45.96......8..5.......218...6,Easy
.4....8.5...5...47.659....2......1....1.2.4.6.7......8..7...26.412.9.....5...4...,Expert
.2.....7...452.9....9...8.58....67....5.....3....39.5..7......4932.........87....,Intermediate
2..9......9458.2..5.8.27..........2...7..94.1.....4....3.81.....413.2....29......,Easy
..8.....99....5..43..2.465...345.9.....1.....62....3......4...3..9...2......61...,Expert
......4..9...61....814...6.39...78...5.....76...1.8......3....8..4.9.......846..5,Intermediate
..14.........8...2...159...2..9..4...9.54.1.........6..5......1...6..953..4.2.68.,Easy
8.....7...2..9.34.4..63...96.3..81......1.........3...1.8..49.......9.8.2......63,Expert
.24......6.....8.28.5.92....5....284...7..9..18...9..551....4.97.6.8.....4..1..6.,Easy
7.........2..6..3.1...3.5...7.1...423.8.....6........1....7....5..2..8.3.463..1..,Easy
.......6.9.82.154.514..............6.514.62...2.....1...95....7.4.1...9......4...,Expert
..3...9......47.8...5.1..............182...572.9...8.3...129...95.3......7.4.....,Intermediate
842.......15.6....9..7.2.....9.26..8.....5...1..8.....5...7..89...4....2..8....7.,Easy
.......365....4...4..63...77....9...9...4.2....3.685......25....9..76..2...89....,Easy
....6.4........1..2.............6.579.315.2..65.2....9..9.4...5..73....154..2..3.,Easy
